name,salary,salary_raw_py,year,salary_as_float
Player-193,"$49,279,028.00",49279028.0,2021,49279028.0
Player-194,"$27,318,594.00",27318594.0,2021,27318594.0
Player-195,"$14,857,259.00",14857259.0,2021,14857259.0
Player-196,"$16,498,283.00",16498283.0,2021,16498283.0
Player-197,"$7,192,833.00",7192833.0,2021,7192833.0
Player-198,"$28,542,901.00",28542901.0,2021,28542901.0
Player-199,"$1,173,772.00",1173772.0,2021,1173772.0
Player-200,"$16,237,752.00",16237752.0,2021,16237752.0
Player-201,"$9,876,132.00",9876132.0,2021,9876132.0
Player-202,"$42,995,210.00",42995210.0,2021,42995210.0
Player-203,"$15,931,539.00",15931539.0,2021,15931539.0
Player-204,"$278,924.00",278924.0,2021,278924.0
Player-205,"$31,381,317.00",31381317.0,2021,31381317.0
Player-206,"$27,440,878.00",27440878.0,2021,27440878.0
Player-207,"$24,956,534.00",24956534.0,2021,24956534.0
Player-208,"$12,287,439.00",12287439.0,2021,12287439.0
Player-209,"$26,450,825.00",26450825.0,2021,26450825.0
Player-210,"$3,729,147.00",3729147.0,2021,3729147.0
Player-211,"$25,924,204.00",25924204.0,2021,25924204.0
Player-212,"$6,400,726.00",6400726.0,2021,6400726.0
Player-213,"$32,120,708.00",32120708.0,2021,32120708.0
Player-214,"$22,070,153.00",22070153.0,2021,22070153.0
Player-215,"$48,469,474.00",48469474.0,2021,48469474.0
Player-216,"$6,827,227.00",6827227.0,2021,6827227.0
Player-217,"$15,257,529.00",15257529.0,2021,15257529.0
Player-218,"$34,130,480.00",34130480.0,2021,34130480.0
Player-219,"$21,039,885.00",21039885.0,2021,21039885.0
Player-220,"$24,334,543.00",24334543.0,2021,24334543.0
Player-221,"$38,551,618.00",38551618.0,2021,38551618.0
Player-222,"$12,547,395.00",12547395.0,2021,12547395.0
Player-223,"$10,623,779.00",10623779.0,2021,10623779.0
Player-224,"$29,299,057.00",29299057.0,2021,29299057.0
Player-225,"$11,291,763.00",11291763.0,2021,11291763.0
Player-226,"$14,813,274.00",14813274.0,2021,14813274.0
Player-227,"$30,311,172.00",30311172.0,2021,30311172.0
Player-228,"$16,934,807.00",16934807.0,2021,16934807.0
Player-229,"$48,869,428.00",48869428.0,2021,48869428.0
Player-230,"$33,850,598.00",33850598.0,2021,33850598.0
Player-231,"$4,371,847.00",4371847.0,2021,4371847.0
Player-232,"$46,284,254.00",46284254.0,2021,46284254.0
Player-233,"$8,050,398.00",8050398.0,2021,8050398.0
Player-234,"$19,880,055.00",19880055.0,2021,19880055.0
Player-235,"$1,345,242.00",1345242.0,2021,1345242.0
Player-236,"$195,333.00",195333.0,2021,195333.0
Player-237,"$33,188,149.00",33188149.0,2021,33188149.0
Player-238,"$5,767,872.00",5767872.0,2021,5767872.0
Player-239,"$40,173,066.00",40173066.0,2021,40173066.0
Player-240,"$6,849,779.00",6849779.0,2021,6849779.0
Player-241,"$18,308,043.00",18308043.0,2021,18308043.0
Player-242,"$10,605,752.00",10605752.0,2021,10605752.0
Player-243,"$19,927,701.00",19927701.0,2021,19927701.0
Player-244,"$9,287,516.00",9287516.0,2021,9287516.0
Player-245,"$45,265,785.00",45265785.0,2021,45265785.0
Player-246,"$9,519,748.00",9519748.0,2021,9519748.0
Player-247,"$28,686,003.00",28686003.0,2021,28686003.0
Player-248,"$42,533,593.00",42533593.0,2021,42533593.0
Player-249,"$1,000,497.00",1000497.0,2021,1000497.0
Player-250,"$32,732,139.00",32732139.0,2021,32732139.0
Player-251,"$43,650,548.00",43650548.0,2021,43650548.0
Player-252,"$12,163,786.00",12163786.0,2021,12163786.0
Player-253,"$8,354,574.00",8354574.0,2021,8354574.0
Player-254,"$16,155,722.00",16155722.0,2021,16155722.0
Player-255,"$40,889,055.00",40889055.0,2021,40889055.0
Player-256,"$43,318,783.00",43318783.0,2021,43318783.0
Player-257,"$42,083,883.00",42083883.0,2021,42083883.0
Player-258,"$9,671,634.00",9671634.0,2021,9671634.0
Player-259,"$4,263,245.00",4263245.0,2021,4263245.0
Player-260,"$256,027.00",256027.0,2021,256027.0
Player-261,"$26,808,629.00",26808629.0,2021,26808629.0
Player-262,"$36,214,401.00",36214401.0,2021,36214401.0
Player-263,"$7,946,546.00",7946546.0,2021,7946546.0
Player-264,"$17,717,887.00",17717887.0,2021,17717887.0
Player-265,"$12,466,830.00",12466830.0,2021,12466830.0
Player-266,"$16,560,343.00",16560343.0,2021,16560343.0
Player-267,"$29,804,559.00",29804559.0,2021,29804559.0
Player-268,"$40,854,936.00",40854936.0,2021,40854936.0
Player-269,"$26,511,099.00",26511099.0,2021,26511099.0
Player-270,"$16,662,903.00",16662903.0,2021,16662903.0
Player-271,"$32,746,128.00",32746128.0,2021,32746128.0
Player-272,"$748,609.00",748609.0,2021,748609.0
Player-273,"$18,395,219.00",18395219.0,2021,18395219.0
Player-274,"$25,893,214.00",25893214.0,2021,25893214.0
Player-275,"$18,278,206.00",18278206.0,2021,18278206.0
Player-276,"$19,897,228.00",19897228.0,2021,19897228.0
Player-277,"$22,463,596.00",22463596.0,2021,22463596.0
Player-278,"$45,256,240.00",45256240.0,2021,45256240.0
Player-279,"$36,203,712.00",36203712.0,2021,36203712.0
Player-280,"$47,716,797.00",47716797.0,2021,47716797.0
Player-281,"$32,785,392.00",32785392.0,2021,32785392.0
Player-282,"$820,274.00",820274.0,2021,820274.0
Player-283,"$20,937,400.00",20937400.0,2021,20937400.0
Player-284,"$42,918,658.00",42918658.0,2021,42918658.0
Player-285,"$20,408,647.00",20408647.0,2021,20408647.0
Player-286,"$18,777,254.00",18777254.0,2021,18777254.0
Player-287,"$5,429,052.00",5429052.0,2021,5429052.0
Player-288,"$10,717,931.00",10717931.0,2021,10717931.0
Player-289,"$13,543,030.00",13543030.0,2021,13543030.0
Player-290,"$33,420,364.00",33420364.0,2021,33420364.0
Player-291,"$44,336,728.00",44336728.0,2021,44336728.0
Player-292,"$6,739,141.00",6739141.0,2021,6739141.0
Player-293,"$6,395,382.00",6395382.0,2021,6395382.0
Player-294,"$45,029,179.00",45029179.0,2021,45029179.0
Player-295,"$37,675,969.00",37675969.0,2021,37675969.0
Player-296,"$4,945,173.00",4945173.0,2021,4945173.0
Player-297,"$33,339,428.00",33339428.0,2021,33339428.0
Player-298,"$11,739,682.00",11739682.0,2021,11739682.0
Player-299,"$18,522,044.00",18522044.0,2021,18522044.0
Player-300,"$15,989,051.00",15989051.0,2021,15989051.0
Player-301,"$30,315,103.00",30315103.0,2021,30315103.0
Player-302,"$28,458,395.00",28458395.0,2021,28458395.0
Player-303,"$28,755,916.00",28755916.0,2021,28755916.0
Player-304,"$46,685,685.00",46685685.0,2021,46685685.0
Player-305,"$35,598,702.00",35598702.0,2021,35598702.0
Player-306,"$32,399,318.00",32399318.0,2021,32399318.0
Player-307,"$30,441,472.00",30441472.0,2021,30441472.0
Player-308,"$10,505,864.00",10505864.0,2021,10505864.0
Player-309,"$36,416,399.00",36416399.0,2021,36416399.0
Player-310,"$14,402,528.00",14402528.0,2021,14402528.0
Player-311,"$5,774,270.00",5774270.0,2021,5774270.0
Player-312,"$21,399,341.00",21399341.0,2021,21399341.0
Player-313,"$46,757,126.00",46757126.0,2021,46757126.0
Player-314,"$2,037,009.00",2037009.0,2021,2037009.0
Player-315,"$16,136,916.00",16136916.0,2021,16136916.0
Player-316,"$37,385,381.00",37385381.0,2021,37385381.0
Player-317,"$20,404,455.00",20404455.0,2021,20404455.0
Player-318,"$47,977,410.00",47977410.0,2021,47977410.0
Player-319,"$42,058,696.00",42058696.0,2021,42058696.0
Player-320,"$23,542,726.00",23542726.0,2021,23542726.0
Player-321,"$41,584,981.00",41584981.0,2021,41584981.0
Player-322,"$11,267,147.00",11267147.0,2021,11267147.0
Player-323,"$13,860,129.00",13860129.0,2021,13860129.0
Player-324,"$13,270,920.00",13270920.0,2021,13270920.0
Player-325,"$26,374,444.00",26374444.0,2021,26374444.0
Player-326,"$37,921,416.00",37921416.0,2021,37921416.0
Player-327,"$43,293,293.00",43293293.0,2021,43293293.0
Player-328,"$43,597,158.00",43597158.0,2021,43597158.0
Player-329,"$7,765,438.00",7765438.0,2021,7765438.0
Player-330,"$3,256,970.00",3256970.0,2021,3256970.0
Player-331,"$35,901,939.00",35901939.0,2021,35901939.0
Player-332,"$6,944,548.00",6944548.0,2021,6944548.0
Player-333,"$27,024,426.00",27024426.0,2021,27024426.0
Player-334,"$22,553,463.00",22553463.0,2021,22553463.0
Player-335,"$47,107,853.00",47107853.0,2021,47107853.0
Player-336,"$45,666,707.00",45666707.0,2021,45666707.0
Player-337,"$9,579,526.00",9579526.0,2021,9579526.0
Player-338,"$41,752,064.00",41752064.0,2021,41752064.0
Player-339,"$457,333.00",457333.0,2021,457333.0
Player-340,"$15,633,761.00",15633761.0,2021,15633761.0
Player-341,"$26,055,691.00",26055691.0,2021,26055691.0
Player-342,"$41,750,279.00",41750279.0,2021,41750279.0
Player-343,"$13,424,268.00",13424268.0,2021,13424268.0
Player-344,"$48,424,072.00",48424072.0,2021,48424072.0
Player-345,"$2,534,933.00",2534933.0,2021,2534933.0
Player-346,"$847,517.00",847517.0,2021,847517.0
Player-347,"$17,059,592.00",17059592.0,2021,17059592.0
Player-348,"$36,325,910.00",36325910.0,2021,36325910.0
Player-349,"$20,759,710.00",20759710.0,2021,20759710.0
Player-350,"$15,655,086.00",15655086.0,2021,15655086.0
Player-351,"$5,522,089.00",5522089.0,2021,5522089.0
Player-352,"$30,621,741.00",30621741.0,2021,30621741.0
Player-353,"$29,574,034.00",29574034.0,2021,29574034.0
Player-354,"$1,909,575.00",1909575.0,2021,1909575.0
Player-355,"$10,239,778.00",10239778.0,2021,10239778.0
Player-356,"$39,594,074.00",39594074.0,2021,39594074.0
Player-357,"$24,741,924.00",24741924.0,2021,24741924.0
Player-358,"$22,348,004.00",22348004.0,2021,22348004.0
Player-359,"$34,507,511.00",34507511.0,2021,34507511.0
Player-360,"$43,017,325.00",43017325.0,2021,43017325.0
Player-361,"$48,028,412.00",48028412.0,2021,48028412.0
Player-362,"$4,989,810.00",4989810.0,2021,4989810.0
Player-363,"$17,259,551.00",17259551.0,2021,17259551.0
Player-364,"$19,905,937.00",19905937.0,2021,19905937.0
Player-365,"$31,994,288.00",31994288.0,2021,31994288.0
Player-366,"$46,153,227.00",46153227.0,2021,46153227.0
Player-367,"$25,378,850.00",25378850.0,2021,25378850.0
Player-368,"$26,465,085.00",26465085.0,2021,26465085.0
Player-369,"$5,156,243.00",5156243.0,2021,5156243.0
Player-370,"$9,252,404.00",9252404.0,2021,9252404.0
Player-371,"$6,265,209.00",6265209.0,2021,6265209.0
Player-372,"$28,340,174.00",28340174.0,2021,28340174.0
Player-373,"$11,371,917.00",11371917.0,2021,11371917.0
Player-374,"$8,562,594.00",8562594.0,2021,8562594.0
Player-375,"$10,398,853.00",10398853.0,2021,10398853.0
Player-376,"$29,442,190.00",29442190.0,2021,29442190.0
Player-377,"$1,577,959.00",1577959.0,2021,1577959.0
Player-378,"$38,057,221.00",38057221.0,2021,38057221.0
Player-379,"$17,169,398.00",17169398.0,2021,17169398.0
Player-380,"$45,650,172.00",45650172.0,2021,45650172.0
Player-381,"$47,256,444.00",47256444.0,2021,47256444.0
Player-382,"$676,144.00",676144.0,2021,676144.0
Player-383,"$30,178,089.00",30178089.0,2021,30178089.0
Player-384,"$27,940,759.00",27940759.0,2021,27940759.0
Player-385,"$8,804,471.00",8804471.0,2021,8804471.0
Player-386,"$4,632,477.00",4632477.0,2021,4632477.0
Player-387,"$10,474,778.00",10474778.0,2021,10474778.0
Player-388,"$25,051,825.00",25051825.0,2021,25051825.0
Player-389,"$44,096,549.00",44096549.0,2021,44096549.0
Player-390,"$49,880,069.00",49880069.0,2021,49880069.0
Player-391,"$45,185,720.00",45185720.0,2021,45185720.0
Player-392,"$27,953,361.00",27953361.0,2021,27953361.0
Player-393,"$45,436,888.00",45436888.0,2021,45436888.0
Player-394,"$25,460,129.00",25460129.0,2021,25460129.0
Player-395,"$41,763,135.00",41763135.0,2021,41763135.0
Player-396,"$15,956,434.00",15956434.0,2021,15956434.0
Player-397,"$36,800,413.00",36800413.0,2021,36800413.0
Player-398,"$49,266,397.00",49266397.0,2021,49266397.0
Player-399,"$44,786,650.00",44786650.0,2021,44786650.0
Player-400,"$34,771,841.00",34771841.0,2021,34771841.0
Player-401,"$47,096,461.00",47096461.0,2021,47096461.0
Player-402,"$15,147,023.00",15147023.0,2021,15147023.0
Player-403,"$28,091,313.00",28091313.0,2021,28091313.0
Player-404,"$29,174,024.00",29174024.0,2021,29174024.0
Player-405,"$24,272,569.00",24272569.0,2021,24272569.0
Player-406,"$10,903,891.00",10903891.0,2021,10903891.0
Player-407,"$15,647,537.00",15647537.0,2021,15647537.0
Player-408,"$18,584,845.00",18584845.0,2021,18584845.0
Player-409,"$46,557,826.00",46557826.0,2021,46557826.0
Player-410,"$33,817,857.00",33817857.0,2021,33817857.0
Player-411,"$44,460,825.00",44460825.0,2021,44460825.0
Player-412,"$46,026,871.00",46026871.0,2021,46026871.0
Player-413,"$40,190,327.00",40190327.0,2021,40190327.0
Player-414,"$38,970,337.00",38970337.0,2021,38970337.0
Player-415,"$8,942,886.00",8942886.0,2021,8942886.0
Player-416,"$23,675,228.00",23675228.0,2021,23675228.0
Player-417,"$3,991,550.00",3991550.0,2021,3991550.0
Player-418,"$6,779,066.00",6779066.0,2021,6779066.0
Player-419,"$38,127,522.00",38127522.0,2021,38127522.0
Player-420,"$31,197,996.00",31197996.0,2021,31197996.0
Player-421,"$30,108,385.00",30108385.0,2021,30108385.0
Player-422,"$35,415,455.00",35415455.0,2021,35415455.0
Player-423,"$43,322,979.00",43322979.0,2021,43322979.0
Player-424,"$26,779,016.00",26779016.0,2021,26779016.0
Player-425,"$44,473,315.00",44473315.0,2021,44473315.0
Player-426,"$30,184,268.00",30184268.0,2021,30184268.0
Player-427,"$22,931,741.00",22931741.0,2021,22931741.0
Player-428,"$39,338,792.00",39338792.0,2021,39338792.0
Player-429,"$13,805,781.00",13805781.0,2021,13805781.0
Player-430,"$16,722,445.00",16722445.0,2021,16722445.0
Player-431,"$16,423,736.00",16423736.0,2021,16423736.0
Player-432,"$23,127,647.00",23127647.0,2021,23127647.0
Player-433,"$12,182,379.00",12182379.0,2021,12182379.0
Player-434,"$25,144,746.00",25144746.0,2021,25144746.0
Player-435,"$1,541,533.00",1541533.0,2021,1541533.0
Player-436,"$29,602,782.00",29602782.0,2021,29602782.0
Player-437,"$14,900,505.00",14900505.0,2021,14900505.0
Player-438,"$971,491.00",971491.0,2021,971491.0
Player-439,"$6,349,146.00",6349146.0,2021,6349146.0
Player-440,"$30,962,946.00",30962946.0,2021,30962946.0
Player-441,"$47,580,638.00",47580638.0,2021,47580638.0
Player-442,"$30,976,233.00",30976233.0,2021,30976233.0
Player-443,"$19,689,127.00",19689127.0,2021,19689127.0
Player-444,"$21,752,626.00",21752626.0,2021,21752626.0
Player-445,"$5,874,242.00",5874242.0,2021,5874242.0
Player-446,"$35,347,627.00",35347627.0,2021,35347627.0
Player-447,"$41,505,469.00",41505469.0,2021,41505469.0
Player-448,"$18,470,127.00",18470127.0,2021,18470127.0
Player-449,"$37,014.00",37014.0,2021,37014.0
Player-450,"$21,224,168.00",21224168.0,2021,21224168.0
Player-451,"$6,968,217.00",6968217.0,2021,6968217.0
Player-452,"$6,991,509.00",6991509.0,2021,6991509.0
Player-453,"$37,899,511.00",37899511.0,2021,37899511.0
Player-454,"$2,673,516.00",2673516.0,2021,2673516.0
Player-455,"$10,196,951.00",10196951.0,2021,10196951.0
Player-456,"$17,330,464.00",17330464.0,2021,17330464.0
Player-457,"$40,830,187.00",40830187.0,2021,40830187.0
Player-458,"$31,904,560.00",31904560.0,2021,31904560.0
Player-459,"$35,406,626.00",35406626.0,2021,35406626.0
Player-460,"$24,944,039.00",24944039.0,2021,24944039.0
Player-461,"$17,914,783.00",17914783.0,2021,17914783.0
Player-462,"$12,369,351.00",12369351.0,2021,12369351.0
Player-463,"$22,911,365.00",22911365.0,2021,22911365.0
Player-464,"$29,841,205.00",29841205.0,2021,29841205.0
Player-465,"$23,300,155.00",23300155.0,2021,23300155.0
